"bkxbq","bkxcr","bkxwp","bxqsq","cntxt","katri","rimmx","wkna8","wknck","wkpos","class"
"f","t","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","t","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","t","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","t","t",1
"f","t","t","f","f","n","f","f","f","t",1
"f","t","t","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","t","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","t","t",1
"t","f","f","f","f","n","f","f","t","t",1
"t","f","f","f","f","n","f","f","t","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","t","t",1
"t","f","f","f","f","n","f","f","t","t",1
"t","t","t","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","t","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","t","t","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"t","t","t","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","t","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","t","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","t","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","t","t",1
"f","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","t","t",1
"t","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","t","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"t","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","f","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","t","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","t","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","t","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","t","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","f","t",1
"f","f","f","f","f","n","t","f","t","t",1
"f","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"t","f","f","f","f","n","t","f","f","t",1
"t","f","f","f","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","t","w","t","f","t","t",1
"f","f","f","t","t","w","t","f","t","t",1
"f","f","f","t","t","w","t","f","t","f",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","t","n","t","f","f","t",1
"f","f","f","t","t","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","t","f","t","t","n","t","f","t","t",1
"t","f","f","t","t","n","t","f","f","t",1
"t","f","f","t","t","n","t","f","f","t",1
"t","t","t","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","t","n","t","f","f","t",1
"f","f","f","t","t","n","t","f","f","t",1
"f","f","f","t","t","n","t","f","t","t",1
"f","f","f","t","t","n","t","f","f","t",1
"f","f","f","t","t","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","t","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","t","n","t","f","f","t",1
"t","f","f","t","t","n","t","f","f","t",1
"t","t","f","t","t","n","t","f","f","t",1
"t","f","f","t","t","n","t","f","t","t",1
"t","t","f","t","t","n","t","f","t","t",1
"t","f","f","t","t","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","t","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","t","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","t","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","t","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","t","t",1
"t","f","f","t","f","n","t","f","f","t",1
"f","f","f","t","f","n","t","f","f","t",1
"t","f","f","t","f","n","t","f","f","t",1
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","t","f","f",2
"f","f","f","f","f","n","f","t","f","f",2
"f","f","f","f","f","n","f","t","f","f",2
"f","f","f","f","f","n","f","t","f","f",2
"f","f","f","f","f","n","f","t","f","f",2
"f","f","f","f","f","n","f","t","f","f",2
"f","f","f","f","f","n","f","t","f","f",2
"f","f","f","f","f","n","f","t","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","t","f","f","t","n","f","f","f","f",2
"f","t","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","t","f",2
"f","f","f","f","t","n","f","f","t","f",2
"f","f","f","f","t","n","f","f","t","f",2
"f","f","f","f","t","n","f","f","t","f",2
"f","t","f","f","t","n","f","f","t","f",2
"f","t","f","f","t","n","f","f","t","f",2
"f","t","f","f","t","n","f","f","t","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","t","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","t","f",2
"f","f","f","f","t","n","f","f","t","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","b","f","f","f","t",2
"f","f","f","f","t","b","f","f","f","t",2
"f","t","f","f","t","b","f","f","f","t",2
"f","f","f","f","t","b","f","f","f","t",2
"f","t","f","f","t","b","f","f","f","t",2
"f","f","f","f","f","b","f","t","f","f",2
"f","f","f","f","t","b","f","f","f","f",2
"f","f","f","f","t","b","f","f","f","f",2
"f","f","f","f","t","b","f","f","f","f",2
"f","f","f","f","t","b","f","f","f","f",2
"f","f","f","f","t","b","f","f","f","f",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","t","f","f","t","n","f","f","f","f",2
"f","t","f","f","t","n","f","f","f","f",2
"f","t","f","f","t","n","f","f","f","f",2
"f","t","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","t","f",2
"f","f","f","f","t","n","f","f","t","f",2
"f","t","f","f","t","n","f","f","t","f",2
"f","t","f","f","t","n","f","f","t","f",2
"f","t","f","f","t","n","f","f","t","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","t","f","f","t","n","f","f","f","f",2
"f","t","f","f","t","n","f","f","t","f",2
"f","f","f","f","t","n","f","f","t","f",2
"f","t","t","f","f","n","f","f","t","t",2
"f","t","t","f","t","n","f","f","f","f",2
"f","t","t","f","t","n","f","f","f","f",2
"f","t","t","f","t","n","f","f","f","f",2
"f","t","t","f","t","n","f","f","t","f",2
"f","t","t","f","t","n","f","f","t","f",2
"f","t","t","f","t","n","f","f","t","f",2
"f","t","t","f","t","b","f","f","f","t",2
"f","t","t","f","t","b","f","f","f","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","t","t","f","t","n","f","f","f","f",2
"f","t","t","f","t","n","f","f","t","f",2
"f","f","f","f","t","n","f","f","f","t",2
"f","f","f","f","t","n","f","f","t","f",2
"f","f","f","f","t","b","f","f","f","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","t","n","f","f","t","f",2
"t","f","f","f","t","n","f","f","t","f",2
"t","t","f","f","t","n","f","f","t","f",2
"t","t","f","f","t","n","f","f","t","f",2
"t","t","f","f","t","n","f","f","t","f",2
"t","t","f","f","t","n","f","f","t","f",2
"t","f","f","f","t","n","f","f","t","f",2
"t","f","f","f","t","n","f","f","t","f",2
"t","f","f","f","t","n","f","f","t","f",2
"t","t","f","f","t","n","f","f","t","f",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","f","f","t","n","f","f","t","f",2
"t","t","f","f","t","n","f","f","t","f",2
"t","t","f","f","t","n","f","f","t","f",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","f","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","f","t",2
"f","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","t","f","f",2
"f","f","f","f","f","n","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","f","f","f","f","n","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","t","f","f","t","n","f","f","f","f",2
"f","t","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","t","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","n","f","f","f","f",2
"f","f","f","f","t","b","f","f","f","t",2
"f","f","f","f","t","b","f","f","f","t",2
"f","t","f","f","t","b","f","f","f","t",2
"f","f","f","f","t","b","f","f","f","t",2
"f","t","f","f","t","b","f","f","f","t",2
"f","f","f","f","f","b","f","t","f","f",2
"f","f","f","f","t","b","f","f","f","f",2
"f","f","f","f","t","b","f","f","f","f",2
"f","f","f","f","t","b","f","f","f","f",2
"f","f","f","f","f","n","f","t","f","f",2
"f","t","t","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","t","t","f","t","n","f","f","f","f",2
"f","t","t","f","t","n","f","f","f","f",2
"f","f","f","f","f","n","f","f","f","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","f","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","f","t",2
"f","f","f","f","f","n","f","f","f","t",2
"f","f","f","f","t","n","f","f","f","t",2
"f","f","f","f","t","n","f","f","f","t",2
"f","f","f","f","t","b","f","f","f","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","f","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","f","t",2
"f","f","f","f","f","n","f","f","f","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","f","t",2
"f","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
