"bkxbq","bkxwp","bxqsq","hdchk","katri","mulch","r2ar8","rimmx","wkna8","wknck","class"
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","t",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","t",1
"f","t","f","f","n","f","t","f","f","f",1
"f","t","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","t",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","t",1
"t","f","f","f","n","f","f","f","f","t",1
"t","f","f","f","n","f","f","f","f","t",1
"t","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","n","f","f","f","f","t",1
"t","f","f","f","n","f","f","f","f","t",1
"t","t","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","t","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","f","f","f","f",1
"t","t","f","f","n","f","t","f","f","f",1
"t","t","f","f","n","f","t","f","f","f",1
"t","t","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","f","f","f","t",1
"f","f","f","f","n","f","f","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","f","f","f","t",1
"t","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","f","f","f","f",1
"f","f","f","f","n","f","f","f","f","t",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"t","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","f","f","f",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","t",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","f","t","f","f",1
"t","f","f","f","n","f","f","t","f","f",1
"t","f","f","f","n","f","f","t","f","f",1
"t","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","t",1
"f","f","f","f","n","f","f","t","f","t",1
"f","f","f","f","n","f","f","t","f","t",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","t",1
"f","f","f","f","n","f","f","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","f","t","f","f",1
"t","f","f","f","n","f","f","t","f","f",1
"t","f","f","f","n","f","f","t","f","f",1
"t","f","f","f","n","f","f","t","f","t",1
"t","f","f","f","n","f","f","t","f","t",1
"t","f","f","f","n","f","f","t","f","t",1
"t","f","f","f","n","f","f","t","f","t",1
"t","f","f","f","n","f","f","t","f","f",1
"t","f","f","f","n","f","f","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","f","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","f","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","t",1
"f","f","f","f","n","f","f","t","f","t",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","f","t","f","f",1
"t","f","f","f","n","f","f","t","f","t",1
"t","f","f","f","n","f","f","t","f","t",1
"t","f","f","f","n","f","f","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","t","f","t",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","f",1
"f","f","f","f","n","f","f","t","f","t",1
"f","f","f","f","n","f","f","t","f","f",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","t","t","f","f",1
"t","f","f","f","n","f","t","t","f","t",1
"t","f","f","f","n","f","f","t","f","f",1
"t","f","f","f","n","f","f","t","f","t",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","w","f","t","t","f","t",1
"f","f","t","f","w","f","t","t","f","t",1
"f","f","t","f","w","f","t","t","f","t",1
"f","f","t","f","n","f","f","t","f","f",1
"f","f","t","f","n","f","f","t","f","f",1
"f","f","t","f","n","f","f","t","f","f",1
"f","f","t","f","n","f","f","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","t",1
"t","f","t","f","n","f","f","t","f","f",1
"t","f","t","f","n","f","f","t","f","f",1
"t","t","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","f","t","f","f",1
"t","f","t","f","n","f","f","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","t",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","t",1
"f","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","t",1
"t","f","t","f","n","f","t","t","f","t",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","f","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","f","t","f","f",1
"f","f","t","f","n","f","f","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","f","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","t",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","t",1
"f","f","t","f","n","f","f","t","f","f",1
"f","f","t","f","n","f","f","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","t",1
"t","f","t","f","n","f","t","t","f","t",1
"t","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","t",1
"t","f","t","f","n","f","f","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","t",1
"t","f","t","f","n","f","t","t","f","f",1
"f","f","t","f","n","f","t","t","f","f",1
"t","f","t","f","n","f","t","t","f","f",1
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","t","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","f",2
"f","f","f","f","n","f","f","f","f","f",2
"f","f","f","f","n","f","f","f","f","f",2
"f","f","f","f","n","f","f","f","f","f",2
"f","f","f","f","n","f","f","f","f","f",2
"f","f","f","f","n","f","f","f","f","f",2
"f","f","f","f","n","f","f","f","f","f",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","f",2
"f","f","f","f","n","f","f","f","f","f",2
"f","f","f","f","n","f","f","f","f","f",2
"f","f","f","f","n","f","f","f","f","f",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","t","f","f","f",2
"f","t","f","f","n","f","t","f","f","f",2
"f","t","f","f","n","f","t","f","f","f",2
"f","t","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","t","f","f","b","f","t","f","f","f",2
"f","t","f","f","b","f","t","f","f","f",2
"f","t","f","f","n","f","f","f","f","t",2
"f","t","f","f","n","f","f","f","f","f",2
"f","t","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","b","f","t","f","f","f",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","t","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","t","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","t","t","f","f","t",2
"t","f","f","f","n","t","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","t","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","t","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","t","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","t","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","t","f","f","f",2
"f","t","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","b","f","t","f","f","f",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","t","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","f",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","t","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","t","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
