"V1","V4","V5","Class","duplicate_1","duplicate_2"
0.999458,-0.837728,1.476582,1,-1.235723,0.629751
0.314062,-0.333326,-0.412078,1,-0.65343,-0.553395
-0.892271,0.89051,-0.136583,1,-0.616421,-1.24057
-0.806377,-0.08222,-0.136583,1,0.570109,-0.522366
0.608974,-0.623412,0.012766,1,-1.116786,-0.047501
-0.237595,-1.206864,0.560324,2,1.118286,-0.322266
0.038216,-1.163126,-0.51627,2,1.6569,0.465684
0.193601,-0.005793,-0.136583,2,0.044025,1.627956
-0.832608,1.770124,-1.937404,1,-0.336654,-1.061006
2.021175,-0.264611,-0.301413,1,-0.600798,-1.763501
-0.233437,-1.444097,0.789206,1,1.527058,-0.2849
-0.686429,0.158719,-0.136583,1,-1.114236,-0.197902
-0.198629,1.087263,-1.053591,2,1.255789,-0.592733
-0.752108,1.503769,-2.073083,2,-0.152577,-1.06857
-0.158514,-0.712688,-0.885049,1,-1.210297,0.1928
-0.415743,0.504497,0.284509,1,0.128958,1.708138
1.145103,-0.324118,0.030194,1,-1.075813,-0.018067
-0.576344,0.181625,-0.454406,1,-1.357429,1.547679
-0.66244,2.20811,-0.136583,1,-0.057859,-1.075157
0.388218,1.119465,-0.778451,1,0.047075,0.943854
-0.436217,-1.160449,-0.752611,2,1.559659,0.349652
-0.281671,-0.082018,-0.421143,1,-1.534973,2.651177
0.447655,0.304289,1.021074,1,-0.312158,0.705362
-0.722403,-0.894565,0.201176,1,-1.721862,0.08101
-0.379596,-1.409449,0.769267,2,1.398728,-0.531349
-0.625994,-0.16608,-0.33682,1,-0.109813,0.517279
1.194699,-0.688229,-0.34248,1,-1.232689,1.122808
2.464282,-0.404024,-0.026381,1,-0.944142,-1.753263
-0.714842,1.079065,2.848786,2,0.777115,-0.690894
-0.823893,2.339493,-1.443236,1,-1.37791,-0.962105
-0.548259,-1.37678,-0.694966,1,2.067022,0.100057
0.300112,1.377785,2.020098,2,-1.968168,-1.08576
-0.45261,0.646573,2.177476,1,-1.452235,2.421733
0.668947,-1.038463,-0.411293,2,0.993717,0.422937
-0.636204,0.83522,-1.003292,1,1.462417,-0.378024
0.019343,-0.136571,-0.496391,1,-0.265493,0.985708
-0.558833,0.982433,0.841033,1,1.280383,-0.869662
-0.162994,0.958178,-0.887613,1,0.277553,0.909943
0.474415,-1.134488,-0.470054,1,1.751299,0.021049
-0.740196,-1.414466,-0.136583,1,1.843364,0.182542
-0.538817,-1.082716,-0.647474,1,-2.795869,-0.483936
-0.660514,1.207333,1.704977,2,1.988075,-0.752047
-0.850105,0.219355,-0.136583,2,-0.525279,-0.87919
-0.298885,-0.781303,0.188484,1,-1.294724,1.941272
2.398348,-0.315021,-0.269093,1,-0.530204,-1.077962
-0.695168,0.725941,1.91588,2,-0.143845,-0.086864
-0.632004,-1.473071,1.184812,2,-0.424263,-0.852111
-0.705676,0.281377,-0.136583,2,0.777915,-0.767686
-0.651989,2.059026,-0.136583,2,0.021694,-0.467709
0.082363,1.185778,-0.631563,2,0.740484,0.788377
-0.610634,3.046948,-0.559158,2,0.823548,-0.495948
1.461384,0.253906,-0.530246,1,-1.359988,0.992464
-0.597258,1.261908,2.513895,2,1.227543,-0.911184
0.203222,-1.124412,0.606334,2,1.332154,-0.06737
-0.1637,1.677108,1.334004,2,1.154658,-0.709092
-0.498658,-1.063328,-0.136583,1,0.966897,0.591339
-0.794761,0.991083,-0.136583,1,0.795269,-0.742471
1.530835,-0.37035,0.043651,1,-0.974791,-0.440676
-0.657058,-1.704738,-0.771108,1,1.449396,-0.3041
-0.493243,-1.52131,-0.681314,1,1.907713,-0.404921
0.58544,0.351402,-0.462245,2,0.353129,1.162077
0.01749,1.956319,1.782233,2,0.488017,-1.042536
-0.490104,0.125102,0.372287,1,-1.350442,0.73865
-0.83723,0.440986,-0.136583,2,0.007023,-0.999447
-0.627732,0.691172,2.288608,2,1.612931,-0.821652
-0.651914,-0.956894,2.549526,1,-0.176571,-0.794403
-0.584468,-1.284678,0.693874,2,1.899814,-0.294464
0.023086,-1.502061,2.47498,2,0.614413,-0.210663
-0.750495,0.945699,-1.226677,2,1.099365,-0.625208
-0.7451,-0.713581,-0.136583,1,1.155447,-0.192779
-0.828361,1.826518,1.865378,1,-0.31759,-1.129264
-0.702419,1.550748,1.653224,2,-0.121495,-1.084268
1.845416,-0.408988,-0.059149,1,-0.953366,-0.714212
-0.619642,-1.244829,-0.63265,2,1.085706,-0.376407
2.501721,-0.718792,-0.321133,1,-0.324193,0.50614
-0.690881,0.700768,1.505566,2,-0.060288,-0.81286
-0.650668,0.388183,-0.136583,1,-0.109605,1.655298
-0.052448,-0.654478,-0.136583,1,-1.102959,-0.346691
-0.065447,-0.676529,0.047073,1,-1.238128,0.491041
0.729245,-0.653878,0.049552,1,-1.134193,0.127258
-0.156336,0.281564,0.540269,2,-1.43681,2.248114
-0.470431,0.490242,1.401267,1,-1.515141,1.708244
-0.581091,-0.771484,-0.377415,1,-1.288975,1.908454
0.249327,-0.676531,-0.282654,1,-1.105137,0.591833
-0.521675,0.361465,-0.960483,1,0.846996,-0.076183
-0.70316,0.906215,-0.953872,1,0.160344,-0.073539
-0.6418,1.278316,1.094332,2,-0.381017,-0.823401
1.42122,-0.210244,-0.37093,1,-0.277818,-0.037984
0.315192,0.171148,0.278083,2,0.420427,-0.055021
0.206526,-0.635624,-0.001082,1,-0.485679,0.028722
1.612199,-0.616022,-0.242702,1,-0.965168,-1.918626
0.372532,1.258129,-0.557368,2,2.166543,-0.701242
-1.14318,1.060572,-1.324325,1,-1.617432,-1.856598
-0.641288,-1.271216,-0.377776,1,1.112526,1.021005
-0.273406,-0.068869,-0.386547,1,-0.193555,1.222566
-0.86469,1.837604,-0.136583,1,0.403646,-0.982252
-0.434786,0.512114,1.946386,2,1.549836,-0.76159
-0.767287,0.62023,-0.939742,2,0.808365,-0.775198
-0.251263,1.10504,-0.763276,2,0.21207,1.422435
0.593498,0.366044,2.092142,2,0.159706,0.181085
-0.575923,-0.875196,0.787086,1,0.210553,0.060459
1.296349,0.050706,-0.707611,1,-1.176837,-0.435905
2.264057,-0.367637,-0.240134,1,-0.656705,-0.746213
-0.527475,0.527339,0.634548,2,0.134862,0.03952
-0.091876,-0.814762,-0.00549,1,-1.498177,1.162664
-0.1114,-0.144445,-0.47977,1,-1.381983,2.223192
1.780599,-0.29518,-0.249129,1,-0.671986,-1.147295
-0.681104,0.775247,1.919215,1,1.386323,0.235523
-0.665075,0.745738,1.948696,2,-0.090965,-0.772398
-0.233616,0.059381,1.602288,1,-1.505531,1.836391
-0.629984,1.236297,-0.855417,2,0.082661,0.959881
-0.177967,-0.788881,0.468948,1,-1.36952,2.290132
-0.52079,-1.053173,-0.136583,1,0.430271,0.669959
-0.654845,2.29166,-1.516672,1,-0.167056,-1.106432
-0.24429,-0.972306,2.026491,1,0.467681,0.594383
-0.748393,-1.379995,-0.136583,1,1.84559,-0.330679
0.265188,-0.873141,-0.376742,2,0.829566,0.950775
-0.674095,-0.112566,-1.063432,1,0.628233,-0.276604
-0.267927,0.668511,-1.104407,1,1.050977,-0.433327
-0.628988,1.050566,-0.136583,1,-0.037786,-0.783497
2.075534,-0.600811,0.070384,1,-0.982394,-0.982805
-0.341453,0.280446,-0.136583,1,0.707526,1.438462
-0.141622,-0.714305,2.674244,1,0.258935,0.289303
0.485187,-0.722754,-0.322462,1,-1.211004,0.800491
-0.810368,1.476965,-0.136583,1,-0.061878,-0.62656
-0.504561,-0.056109,-0.401483,1,-0.121668,0.766862
-0.563131,1.703937,-1.944144,2,-0.191987,-0.650623
1.611407,1.269064,-0.053975,1,-0.92796,-1.036327
-0.705717,-0.645735,-0.136583,1,1.605475,-0.265935
-0.642301,0.429102,-0.730116,1,1.168922,0.059401
-0.713929,0.369351,-0.136583,1,1.142837,0.100938
-0.723246,0.341657,2.142157,2,0.285798,-0.728163
-0.67629,1.231325,1.065582,1,0.8905,-0.946173
-0.365106,-0.872801,-0.136583,1,-1.377639,1.656908
1.983724,-0.317512,-0.225673,1,-0.61855,-0.919849
-0.655021,2.096778,-1.363673,1,0.121074,-0.78064
-1.146338,1.772911,-2.367461,2,-0.111265,-0.940974
-0.568108,0.546036,0.517124,1,1.927693,-0.786027
2.528389,-0.715078,-0.361898,1,-0.992113,-1.115991
-0.446985,0.37972,-0.136583,1,0.769173,1.350137
1.802329,-0.305305,-0.240521,1,-0.655493,-1.146691
-0.410939,-1.042141,-0.486879,1,1.094578,-0.283478
-0.12882,-0.839567,-0.307413,1,0.151569,-0.96798
-0.698268,-1.251996,0.665848,1,1.966474,0.023505
-1.449248,-1.165151,-0.691604,2,0.304092,-2.348895
-0.352931,0.460874,-1.368605,2,0.18437,-0.08073
1.968446,-0.635109,-0.239091,1,-0.388417,-0.369784
-0.706904,0.791317,-0.136583,1,-0.181659,-1.046229
-0.601251,1.261908,-0.136583,2,1.220887,0.087566
-0.831857,1.051043,-0.136583,2,-0.441742,-0.61956
-0.279137,-0.858326,-0.502683,1,-1.592801,2.353218
1.392223,-0.576347,-0.2024,1,-0.942093,-0.838844
-0.654719,2.292012,-1.516792,1,-0.166903,-1.106193
1.521752,-0.877412,-0.355002,1,0.274647,0.414054
-0.709277,1.204471,-0.136583,2,-0.019607,-0.950774
-0.689933,0.25421,-0.748789,1,1.524572,-0.35304
1.851972,-0.296983,-0.243354,1,-0.660786,-1.13809
-0.721021,-1.157444,-0.477658,1,0.894412,0.127575
-0.36832,-0.849332,-0.4462,1,-1.490068,1.671478
-0.788899,1.121198,-0.136583,2,-0.152548,-0.291374
-0.227342,-0.797648,-0.367431,1,-1.476898,1.552015
-0.081632,-0.64435,1.1e-05,1,-1.172799,0.290584
1.672428,-0.361493,-0.221504,1,-0.946585,-0.71765
-0.855447,0.341951,0.69448,1,0.0673,-0.997939
-0.054024,0.309858,1.314456,2,0.747875,1.240344
1.134855,0.894603,1.007427,2,-0.436104,-0.698113
0.004047,0.914087,2.690226,2,1.22804,-0.253903
0.360981,-0.612112,-0.234148,1,-1.068478,-0.035434
-0.177967,-1.551184,-0.827624,1,1.511119,-0.453307
-0.59283,0.863028,1.059552,2,0.102417,-0.038101
-0.774694,-1.241734,2.889437,1,-0.337586,-1.07589
-0.658607,-0.156362,0.152554,1,-1.389629,1.684462
-0.822803,2.258604,-1.570971,1,0.58031,-0.776702
-0.572363,-1.761175,3.234821,2,0.768395,-0.880031
-0.349305,0.03776,-0.672845,1,1.80764,0.87011
-0.629301,0.8997,-0.936368,1,1.522454,-0.387638
0.601184,-0.612221,-0.231568,1,-1.063231,0.101185
0.556304,-0.095819,-0.136583,1,-1.107612,0.251339
-0.799325,0.554208,-0.965859,2,0.277791,-0.884211
-0.483535,0.061548,0.022407,1,0.077774,0.029779
0.403788,2.834715,-1.499968,2,0.973283,-0.905953
-0.741219,0.542963,-0.600308,2,-0.146272,-0.757983
3.210197,-0.381057,-0.249882,1,-0.960251,-1.854089
-0.403507,-0.947252,-0.437044,1,0.884136,-0.355684
-0.443326,0.369948,-0.472773,1,-1.244778,1.416936
2.50136,-1.017963,-0.265626,1,-0.420431,0.262255
-0.513653,0.481863,-0.726997,1,0.877566,1.10933
-0.004462,-0.397124,0.008572,1,-0.616775,-0.485792
0.205824,-0.196966,-0.005073,1,-0.482225,-0.09449
-0.765166,0.738882,-0.136583,2,0.201131,-0.594585
0.502573,-0.383481,-0.136583,1,-1.020323,-0.3697
-0.170163,2.165061,-1.391127,2,-0.123902,-0.778226
0.565934,0.609262,0.839612,2,1.026945,-0.545493
0.172908,-0.924282,1.274958,1,-1.27249,1.681148
-0.325337,-1.260636,-0.885459,2,1.265309,0.478727
-0.714162,1.907042,-1.008818,1,-0.008785,-0.767934
-0.223341,0.858283,-0.621424,2,-1.417075,2.006661
3.122102,-0.557663,-0.192987,1,-1.022822,0.25289
-0.042161,-0.118628,0.556582,1,-1.284519,2.135513
-0.451551,1.18053,2.889437,2,1.049864,-0.921289
2.954669,-0.607699,-0.26093,1,-0.969352,-1.901584
1.026428,1.797467,-0.902698,1,-1.268183,-0.511613
-0.833755,2.61618,-1.706232,2,0.025113,-0.946571
-0.878455,1.379279,-1.218569,1,-0.359248,-1.150817
0.215196,-0.755745,-0.826087,1,-0.171468,0.898604
-0.660051,-0.173966,0.155116,1,0.031915,0.936228
-0.818418,2.161759,-1.320383,2,0.117057,-0.925262
-0.386753,1.544721,-0.9635,2,0.818112,0.730531
-0.397176,-0.881165,-0.712436,1,-1.480083,2.218457
-0.18549,-0.126739,0.123526,1,-1.413806,1.296768
-1.09157,1.687842,0.478145,2,0.03823,-0.895082
-0.73989,-0.148753,-1.223649,1,0.702653,0.123181
0.304688,-0.639327,0.042718,1,-1.115217,0.625368
-0.866921,1.830498,-1.581179,2,0.261377,-1.057447
2.784406,-0.607956,-0.240676,1,-1.02248,0.206501
0.362995,-0.699144,0.245379,1,-1.213465,1.588147
-0.280011,0.121071,1.077284,2,-0.007827,1.824429
-1.180169,0.132527,-0.136583,1,0.135193,0.892142
1.88374,-0.312512,0.399923,1,-0.361547,0.179722
-0.623958,0.214597,-0.914338,1,0.384887,0.98015
0.286312,-0.228247,0.08212,1,-1.203281,0.84097
-0.568701,-0.123845,-0.344131,1,-0.177802,0.541872
1.450496,-0.324418,-0.136583,1,-0.950791,-0.869262
-1.326546,-1.300672,-0.953596,1,0.628817,-2.169356
-0.553795,-1.268399,-0.136583,1,1.619252,0.45928
2.435775,-0.383389,0.001322,1,-0.608944,-0.75932
-0.337704,0.612649,-0.609236,1,-1.44992,2.393321
-1.075052,-1.439745,-0.136583,2,-1.70847,-1.993464
1.047692,-0.611246,-0.136583,1,-1.112066,0.430775
-0.617599,-1.59759,-0.445982,2,1.256611,-0.235138
-0.103843,-0.637987,-0.236938,1,-1.101353,0.134073
1.289211,-0.297483,0.160544,1,-0.61823,-0.525885
0.600695,-0.326072,-0.509026,1,-0.665154,-0.821875
-0.755401,-1.565537,-0.136583,1,-0.193832,-0.935401
-0.562481,0.715259,1.46345,2,0.034262,-0.526775
-0.470293,0.631174,1.828096,2,0.826897,0.509571
0.16326,-0.373613,-0.136583,1,-0.109702,0.917581
1.182286,-0.680746,-0.30845,1,-1.164395,1.525436
-0.764065,-1.482918,3.532691,1,-0.279395,-0.840439
1.52981,-0.592834,0.019416,1,-1.035854,0.252232
2.570998,-0.637396,-0.332766,1,-0.649201,-1.848663
2.082568,-0.384072,0.014584,1,-0.696164,-1.057028
-0.031435,1.447738,-0.878918,1,-0.032283,0.888335
-1.021292,-0.818745,-0.419005,1,-1.345237,3.664763
-0.528466,-0.394149,-0.136583,1,0.63624,0.408708
0.153364,-1.295659,0.45358,2,1.314713,-0.99318
0.676958,-0.177113,0.11411,1,-0.436373,0.407521
-0.768357,-1.076739,-0.445779,1,0.661331,-0.159844
-0.548959,2.379642,-1.808129,1,0.224535,-0.920848
-0.515349,-0.845439,-0.4762,1,-0.116269,0.833756
0.356392,-0.663642,0.097495,1,-1.208766,0.830853
0.093409,-1.343306,1.930247,1,-1.270042,0.757932
0.519051,-0.709655,0.449607,1,-1.193808,1.119612
-0.058024,-0.16188,-0.540465,1,-1.27599,1.472455
-0.7775,2.194388,-1.851757,1,-0.285106,-0.991408
-0.551285,0.999081,3.122021,2,0.761911,-0.861007
3.578869,-0.375265,-0.254898,1,-0.942457,-1.005924
-0.679617,-1.302144,-0.597911,1,1.37099,-0.344157
-0.553211,0.68253,1.77478,2,1.645683,-0.030616
1.676527,-0.682546,-0.276028,1,-1.111858,0.306329
0.405674,-0.162555,-0.369118,2,0.029699,1.206492
-0.581249,0.162614,-0.36778,1,-0.192176,0.667786
-0.742128,-1.317941,-0.651253,1,1.590185,-0.306381
-0.442975,0.465257,-0.136583,2,1.263829,-0.426392
-0.799765,0.461345,-0.136583,2,0.049696,-0.872073
1.96366,-0.385715,-0.486664,1,-0.557542,-0.927981
-0.696141,1.049298,1.717954,2,0.255002,-0.593283
-0.736594,0.314114,-0.136583,1,0.39405,0.178394
-0.451212,-1.088791,-0.474056,2,1.228451,1.607793
1.643082,-1.107165,-0.212502,1,-0.710213,-0.905945
-0.711019,-0.178543,0.069447,1,-0.089137,0.648633
-0.702431,0.109704,-0.486521,1,0.3974,0.38912
-0.552271,1.146721,-1.372862,2,1.030457,0.002554
-0.706809,-0.926435,-0.427621,1,-1.633155,0.386077
-0.370004,-0.108983,0.514131,1,-1.420935,2.390713
0.972721,0.398646,1.298656,1,-0.091863,0.304109
-1.124294,1.012125,-0.136583,2,-1.332011,-1.828605
-0.467262,-0.860703,-1.2613,2,-0.428863,-0.578392
-0.760057,-0.902345,-0.136583,1,-0.249704,-1.059684
2.152264,-0.107746,-0.274937,1,-0.622579,-1.091559
0.084955,0.082238,0.124982,1,-1.044897,0.089329
-0.461425,0.745895,2.950398,2,1.09045,-0.766084
0.564898,-0.177712,0.458229,1,-1.282636,1.714307
0.226154,0.437887,-0.495784,2,0.692776,1.235221
0.601848,0.893309,1.049264,1,0.511131,-0.232107
0.102534,-0.252865,-0.362764,1,-0.159982,0.490171
-0.696991,-0.972943,-0.545774,1,0.55323,0.080422
-0.766528,2.101712,-0.136583,2,0.158949,-0.673912
0.860928,-0.400435,-0.029326,1,-0.920552,-0.846136
0.058963,0.215537,1.341036,2,-0.036917,-0.241272
1.419589,-0.666685,-0.280254,2,-1.314792,1.1482
1.488237,-0.196966,-0.21882,1,-0.925706,-0.931449
1.650698,0.053983,-0.536535,1,-0.340519,0.03408
1.210944,-0.302027,0.142045,1,-0.628288,-0.52729
-0.608839,0.237741,-0.641208,1,0.429936,0.79095
-0.257716,-0.117717,0.193393,1,0.034524,1.328376
-0.687525,-1.230449,-0.136583,1,1.296527,-0.094713
1.968667,-0.301423,-0.295964,1,-0.596408,-1.734408
-0.746673,-1.07593,-0.136583,1,0.855554,-0.183027
-0.80507,1.883654,-0.136583,2,-0.263979,-0.552847
-0.77854,2.352838,-0.136583,1,0.690961,-0.702372
-0.700392,-1.258192,-0.53,1,1.272819,-0.219945
1.484918,-0.719683,0.116918,1,-0.016082,0.325047
1.741996,-0.398931,0.033718,1,-0.975458,-0.503168
2.721243,-0.582684,-0.206741,1,-0.606082,-0.848671
1.216627,0.397098,0.400281,1,-1.177859,1.17076
-0.328604,1.194453,-0.136583,2,1.015728,-0.18157
-0.503756,-1.172415,-0.596022,1,1.176291,0.373234
1.974164,-0.389236,0.020425,1,-0.714679,-1.758849
-0.301555,-1.252668,-0.684231,1,0.971522,-2.853305
-0.307028,-0.79974,-0.438964,1,-1.416761,0.49661
-0.621202,-1.419608,-0.136583,1,1.874895,-0.264584
-0.59148,-1.066135,-0.579053,1,0.815054,0.171697
-0.463048,-0.784563,-0.333056,1,-0.202048,0.38784
2.471922,-0.398777,-0.208072,1,-0.939462,-0.856631
-0.745306,-1.302985,-0.602876,1,1.319079,-0.173321
-0.435947,-0.786424,-0.367594,1,-1.467153,1.356223
-1.038086,1.063836,1.183483,2,0.399248,-0.702788
1.949418,-0.398426,-0.217909,1,-0.92947,-1.167691
-0.676823,-0.030108,-0.136583,1,-0.050224,0.83009
-0.368606,-0.712688,0.814055,2,0.158932,1.579745
0.697174,-0.094128,1.260702,1,-0.225221,-1.051007
-0.110738,-0.00044,-0.783978,1,-0.086463,1.384388
-0.72552,0.863706,4.296162,1,-0.123312,-0.86228
0.764879,-0.877052,-1.864983,2,0.820371,0.787049
0.73933,-0.361824,-0.229736,1,-1.112477,-0.038442
2.730804,-0.414042,-0.234775,1,-0.932398,-1.788552
0.604491,0.147742,1.667383,1,-0.290433,0.348418
-0.421972,-0.73791,-0.292083,1,-1.291315,2.047246
1.020745,-0.325665,0.137831,1,-1.118402,0.714245
0.677215,-0.303353,-0.427243,1,-0.511235,0.001309
-0.182912,-1.024539,-0.551449,1,1.145603,1.133301
-0.18878,-0.133588,-0.39552,1,-0.157656,1.032497
-0.510089,0.015145,0.989489,1,1.291243,-0.311336
-0.747387,1.590068,1.919771,2,-0.225784,-0.83791
-0.230463,-0.721848,1.112597,2,0.856246,-0.970138
2.090836,-0.049226,0.380143,1,-0.45099,-0.308182
-0.487641,-0.210244,-0.400392,1,-1.434419,2.544204
-0.437269,0.096177,-0.652752,1,1.080033,1.19137
-0.343317,-0.087599,0.094332,1,-1.372604,1.083222
2.22996,-0.412348,-0.047903,1,-0.941193,-0.897013
-0.656479,1.154442,1.079749,1,0.892996,-0.704701
-0.738542,0.593837,-0.136583,1,1.394017,0.184493
-0.463876,0.18521,-0.575007,1,0.36387,1.244045
-0.444387,-1.326506,0.730978,1,1.670656,0.150605
-0.799942,1.593596,-1.308316,2,-0.107311,-0.874559
-0.64676,0.116112,-0.136583,1,0.191935,1.345037
2.286695,-0.393278,-0.242841,1,-0.932262,-1.127559
-0.04951,-0.637388,-0.011638,1,-0.493618,-0.000982
-0.710883,1.638415,-1.338629,2,-0.151444,-1.00233
0.104496,-0.745584,-0.325916,1,-1.343567,1.177211
-0.780729,1.768693,-1.092498,2,0.190868,-0.849237
1.468534,-0.58529,-0.02743,1,-0.946418,-0.648364
-0.658709,1.468215,2.769601,1,-0.320675,-1.00221
1.138768,-0.212051,0.227935,1,-1.371557,1.177305
-0.768917,-0.943642,-0.136583,1,0.400296,-0.012756
-0.797163,-1.490247,2.640489,1,-0.309322,-1.0965
2.736917,-0.592341,-0.215427,1,-0.985947,-0.995548
3.246285,-0.090151,-0.33492,1,-0.463545,-0.807153
-0.708107,-1.208488,-0.136583,1,1.054834,-0.225914
-0.682576,1.68267,-0.136583,2,-0.154199,-0.841543
-0.322223,0.759605,-0.606011,1,-1.428377,2.193864
-0.5213,0.312005,1.602288,1,0.93489,-0.13122
-0.583646,-1.10007,-0.136583,2,0.090151,-0.346886
-0.327218,-1.139343,-0.60129,2,0.881661,-0.182498
-0.463106,-0.100502,0.20258,1,-0.09487,0.868571
-0.77241,0.504671,-0.872101,2,-0.250395,-0.93395
-0.804171,1.479978,3.014155,1,-0.480129,-1.081836
-0.493944,-1.181153,0.76744,2,2.420436,-0.722063
-0.836897,1.36336,-0.85459,1,-0.285294,-1.150571
-0.707805,-1.565822,-0.295259,1,1.944884,-0.293325
-0.3514,-1.031562,-0.136583,1,0.634144,0.954734
2.080472,-0.599039,0.050933,1,-0.970186,-1.785089
-0.448781,0.734561,2.036549,1,0.127154,-1.031888
-0.420838,-1.180491,2.070322,2,-0.314899,-0.151959
-1.075166,1.937763,-1.58935,1,0.635073,-0.832023
-0.640728,-1.239621,3.293471,1,0.103418,-0.798785
-0.749179,-0.067907,-0.136583,1,-0.092161,0.437625
-0.309303,-0.011421,-0.466814,1,0.198274,1.047278
-0.344232,0.619696,-0.746837,2,0.779838,-0.298072
-0.557993,-0.158343,-0.374661,1,-0.246726,0.662639
1.243725,-0.687892,-0.505728,1,-1.175148,1.488165
-0.642242,0.206292,-0.136583,1,0.274517,0.80995
-0.838984,-0.500597,-0.136583,1,0.39029,-0.860969
-0.24835,1.09408,-0.616164,2,0.768092,1.107145
0.68405,-0.753246,-0.511672,1,-1.404845,1.167634
1.002334,-1.371444,0.097898,1,-1.190755,1.273315
-0.255269,-1.238041,-0.680045,1,1.436937,1.246419
-0.263086,-0.186736,0.235428,1,-1.335191,1.379018
-0.702544,1.15414,1.32863,2,0.005602,-0.618834
0.04675,-0.204664,-0.460747,1,-0.435437,0.301747
2.847196,-0.373981,-0.038638,1,-0.972713,-1.839106
-0.70409,1.051043,-1.356719,2,-0.378159,-0.837453
1.578463,-0.368533,-0.004727,1,-0.964484,-0.197702
-0.800463,1.507937,-1.093485,2,0.373973,-0.840764
2.266386,0.185094,0.531505,1,-0.276799,-0.286275
-0.796021,2.456337,-0.136583,1,-0.025999,-0.792967
-0.716503,-1.269515,-0.136583,1,1.113412,0.147844
-0.623665,-1.466965,-0.136583,1,2.157791,0.002872
2.010566,-0.391564,-0.028812,1,-0.938076,-1.107363
-0.663526,-1.559776,-0.136583,1,2.532546,-0.131314
-0.34338,0.994084,-0.706479,1,-1.463835,1.931073
-1.232858,0.678627,1.700755,1,-1.314272,-2.002776
-0.088193,0.931374,-0.672241,2,-1.664552,0.118387
1.186583,-0.38653,-0.895676,1,-0.916654,-0.793741
-0.572077,0.998164,-1.101351,1,2.004349,-0.420522
-0.50627,-0.603952,-0.136583,1,1.623877,0.51937
0.153092,2.421008,2.46176,2,0.590553,-0.827117
-0.043369,-0.698655,0.05135,1,-1.291148,0.609881
1.076863,-0.217541,-0.402579,1,-1.340886,1.113419
-0.628369,-1.250623,-0.136583,1,1.179339,0.729145
-0.543648,-1.296629,-0.699653,2,0.949943,-0.164203
0.417413,0.275749,0.33826,2,0.939558,-0.745137
-0.668287,1.771116,-0.831681,1,0.841334,0.277119
-0.831819,2.112245,-0.136583,1,0.558633,-0.861356
-0.823893,2.233169,-0.136583,1,-1.294405,-0.957171
-0.383516,2.996328,-0.781714,2,0.992064,-0.960202
-0.820346,0.296262,-0.136583,2,-0.017434,-0.932916
-0.882808,-1.352245,-0.136583,1,-0.684934,-1.215347
-0.320482,0.609142,1.904223,2,1.040052,-0.00385
1.301229,-0.324525,-0.494884,1,-0.941607,-0.824095
-0.596002,1.453765,2.953386,2,0.63248,-0.8931
-0.676491,-0.162117,0.156598,1,-0.131776,0.305554
-0.045563,0.899549,2.043012,2,0.299467,0.306682
-0.197269,-0.877977,-0.401566,1,-1.650455,1.93139
-0.504018,0.082238,-0.436636,1,-1.3922,1.297485
-0.551724,-0.246902,-0.325169,1,-1.34475,1.05313
-0.105253,0.42305,2.095998,2,1.264045,-0.108966
2.341252,-0.07725,0.48627,1,-1.130005,0.274299
0.275948,-0.998094,-0.419649,2,0.851621,1.216197
-0.576608,1.327655,-1.486754,1,0.788537,-0.995838
-0.359876,-0.72987,-0.136583,1,-1.445448,1.224646
-0.577926,-1.010511,-0.554554,1,0.680155,0.588766
-0.726738,0.315085,1.180899,2,-0.01063,-0.958037
-0.617792,-0.186355,0.148145,1,-1.294969,1.929134
2.328803,-0.394149,0.051199,1,-0.623527,-1.079833
-0.588013,-0.071333,-0.446641,1,-1.592851,2.377987
-0.353398,-0.933815,-0.441248,1,0.47437,0.815085
0.302825,1.351308,-0.926683,1,-1.300666,0.92778
-0.718855,0.312574,1.844357,2,0.787867,-0.778937
-0.258175,-0.121472,1.491929,1,-1.28498,2.079288
2.353375,-0.60932,0.002511,1,-0.399066,-0.663131
-0.698908,-1.877944,-1.228558,2,-1.445535,-0.910956
-1.563204,-1.232939,2.128311,2,-1.746185,-2.361983
-0.79529,0.137432,1.886885,1,-0.248804,-1.074897
-0.517601,1.421726,1.122795,2,1.242455,-0.686082
-0.567177,-1.058162,-0.579821,1,1.107415,0.172378
-0.611494,-1.404516,-0.709877,1,1.94657,-0.080848
-0.782794,-1.417294,-0.136583,1,-0.27008,-0.989637
0.500826,0.44033,1.803723,2,0.263895,1.515355
-0.5217,0.309278,-0.136583,1,0.968042,-0.042707
-0.089359,-0.74084,0.191019,1,-1.335776,2.092308
1.962262,-0.286991,-0.250912,1,-0.599138,-0.937812
-0.2034,-0.694008,0.099722,1,-1.174185,0.767591
-0.600487,0.063565,-0.554557,1,0.283583,0.513436
-0.879069,0.062982,-0.914308,2,-0.082269,-1.143226
1.752674,-0.336187,-0.22608,1,-0.947574,-0.715381
0.282155,-0.1416,1.13166,1,-1.323117,1.770155
-0.71805,1.348759,-1.543189,2,-0.256314,-0.908074
0.394949,-0.382698,-0.030792,1,-1.036048,-0.317893
-0.008724,1.244306,-0.889208,1,0.074704,0.986295
0.126788,0.716858,-0.62993,2,-1.290757,1.470963
0.10364,1.075801,-1.012972,2,1.27927,-0.571863
2.858213,-0.078381,0.396152,1,-0.299544,-0.944126
1.70536,-0.411863,-0.252321,1,-0.726591,-1.713554
