"A3","A4","A5","A6","A8","A9","A10","A11","A14","A15","class"
3,"u","g","q",1.835,"t","t",19,0,500,1
12,"u","g","c",2,"t","t",1,220,19,1
4.79,"y","p","w",2.25,"t","t",1,80,300,1
4,"y","p","w",1.75,"t","t",2,120,1000,1
4,"u","g","j",0,"t","f",0,100,960,1
0,"u","g","c",2.5,"t","f",0,0,0,1
9.96,"u","g","e",0,"t","f",0,0,0,1
2.54,"y","p","c",2.585,"t","f",0,0,0,1
10.5,"u","g","x",6.5,"t","f",0,0,0,1
5,"u","g","aa",4,"t","t",4,0,99,1
0.75,"u","g","c",1.75,"t","t",5,352,690,1
0.375,"u","g","q",0.585,"t","t",4,80,0,1
1.71,"u","g","x",0.125,"t","t",5,480,0,1
7.5,"u","g","k",1.5,"t","t",1,160,234,1
5.29,"u","g","e",2.25,"t","t",5,99,500,1
3,"u","g","m",1.29,"t","t",1,260,800,1
8.5,"u","g","q",1.75,"t","t",10,80,990,2
1.665,"u","g","q",2.415,"t","f",0,440,0,2
1.5,"u","g","c",2.5,"t","f",0,140,0,2
1.75,"u","g","k",0.21,"t","f",0,160,0,2
0.335,"u","g","i",1,"t","f",0,252,2197,2
7.08,"u","g","k",6.75,"t","t",3,100,50,2
25.21,"u","g","q",0.21,"t","t",1,760,90,2
2.085,"u","g","c",2.75,"t","f",0,360,1,2
0.67,"u","g","aa",1.75,"t","f",0,400,0,2
2.25,"u","g","i",0.75,"t","f",0,560,0,2
0.835,"u","g","ff",0,"t","f",0,130,1,2
2.5,"u","g","aa",7.5,"t","f",0,523,0,2
1.585,"y","p","ff",0,"t","f",0,320,0,2
1.25,"u","g","ff",0,"t","f",0,80,0,2
3.165,"u","g","x",3.75,"t","f",0,680,0,2
1.75,"u","g","w",0.25,"t","f",0,163,0,2
5.5,"u","g","e",0.54,"t","f",0,0,340,2
1.5,"y","p","cc",2,"t","f",0,100,20,2
3,"u","g","i",1,"t","f",0,0,200,2
10,"y","p","k",0.835,"t","f",0,140,0,2
3.79,"u","g","w",1.165,"t","f",0,200,0,2
1.04,"y","p","i",0.5,"t","t",10,132,28,2
11,"y","p","d",1.5,"t","f",0,0,0,2
0.46,"y","p","w",2.625,"t","t",6,208,347,2
1.5,"u","g","d",1.875,"t","t",6,200,327,1
1,"u","g","x",0.75,"t","t",7,340,4071,1
12,"u","g","m",16,"t","f",0,110,0,1
22.29,"u","g","e",12.75,"t","t",1,0,109,1
10,"u","g","i",0,"t","t",11,0,1249,1
15,"u","g","r",5.375,"t","t",9,0,134,1
3.335,"u","g","w",4,"t","t",14,383,1344,1
11.25,"y","p","x",0.75,"t","t",4,0,321,1
0.42,"u","g","c",0.21,"t","t",6,220,948,1
4.5,"u","g","w",7.5,"t","t",2,330,0,1
1.46,"u","g","w",1.085,"t","t",16,120,2079,1
0.04,"u","g","x",0.04,"t","f",0,0,3000,1
2.29,"u","g","q",2.29,"t","t",7,140,2384,1
12.33,"u","g","cc",3.5,"t","t",6,400,458,1
1.125,"u","g","x",1.25,"t","f",0,0,5298,1
1.5,"u","g","c",1.415,"t","f",0,422,200,1
12.335,"u","g","q",1.585,"t","f",0,120,0,1
5.04,"u","g","q",12.75,"t","f",0,92,0,1
3,"u","g","aa",0.04,"t","f",0,100,0,1
11.5,"u","g","w",2.125,"t","t",11,290,284,1
2.875,"u","g","x",0.875,"t","f",0,360,0,1
0.375,"y","p","c",0.375,"t","t",8,300,162,1
0.915,"u","g","aa",0.75,"t","t",4,0,1583,1
2.75,"u","g","w",1.75,"t","t",5,60,58,1
3,"y","p","d",1.085,"t","t",8,160,1,1
0.54,"y","p","x",0.04,"t","t",1,840,59,1
14,"u","g","ff",0,"t","t",11,0,1400,1
10,"u","g","c",1,"t","t",4,50,1465,1
0.165,"y","p","c",3.25,"t","t",1,432,8000,1
0.5,"u","g","c",1.75,"t","t",11,32,540,1
6,"u","g","c",1,"t","t",3,0,0,1
1.625,"u","g","c",1.5,"t","t",10,186,4700,1
6,"u","g","m",1.29,"t","t",5,108,1097,1
0.83,"u","g","x",1.335,"t","t",8,303,3290,1
0.04,"u","g","e",0.04,"f","t",1,560,0,1
4.25,"u","g","m",0.125,"t","f",0,225,0,1
9,"y","p","w",5.25,"t","f",0,154,0,1
15,"y","p","e",0,"t","f",0,0,13212,1
17.75,"u","g","ff",0,"t","f",0,0,0,1
20,"u","g","x",17.5,"t","t",9,0,1000,1
15,"u","g","c",8.5,"t","t",9,0,0,1
1.75,"y","p","c",1,"t","t",5,160,5777,1
0.58,"u","g","c",0.29,"t","t",7,96,5124,1
6.5,"u","g","cc",3.125,"t","t",8,330,1200,1
0.75,"u","g","c",4.25,"t","t",3,312,150,1
0,"l","gg","j",0,"f","f",0,0,0,1
5.25,"u","g","w",0.085,"f","f",0,290,6,1
0.21,"u","g","k",0.085,"t","f",0,280,0,1
0.75,"u","g","c",0.25,"t","f",0,349,23,1
3,"u","g","c",2.375,"t","t",8,396,4159,1
6,"u","g","aa",2.5,"t","t",3,80,918,1
0.125,"u","g","q",1,"f","t",1,240,768,1
2.415,"u","g","c",2,"t","t",11,200,3000,1
0.46,"u","g","k",0.54,"t","t",4,380,500,1
1.75,"y","p","m",0,"f","f",0,150,1,2
1.25,"y","p","k",0.25,"f","f",0,224,0,2
0.25,"u","g","q",0.125,"f","f",0,200,0,2
0.585,"u","g","c",0.085,"t","f",0,180,0,2
1.75,"y","p","k",1.25,"f","f",0,280,0,2
0.04,"u","g","c",0.04,"f","f",0,0,0,1
3.5,"u","g","k",0.5,"f","f",0,232,0,2
0.04,"y","p","d",4.25,"f","f",0,460,0,2
4.165,"u","g","x",0.085,"f","f",0,520,0,2
1.25,"y","p","k",0.125,"f","f",0,140,4,2
3.25,"y","p","q",5.085,"f","t",2,369,1,2
0.79,"u","g","w",0.29,"f","t",1,420,283,2
10.915,"u","g","c",0.585,"f","t",2,200,7,2
4.415,"u","g","c",0.125,"f","f",0,160,0,2
1.25,"u","g","c",0.25,"f","t",2,400,108,2
0.75,"u","g","i",1.585,"f","t",1,400,9,2
14,"y","p","ff",0,"f","t",2,160,1,2
4.75,"u","g","m",2,"f","t",1,460,68,2
10.415,"y","p","aa",0.125,"t","f",0,120,375,2
2.25,"u","g","i",0.125,"f","f",0,160,10,2
0.165,"u","g","c",2.25,"f","f",0,0,0,1
0,"u","g","c",0,"f","f",0,0,0,1
0,"u","g","q",0.665,"f","f",0,160,1,2
0.79,"y","p","cc",0.665,"f","f",0,160,0,2
12,"u","g","c",2.085,"f","f",0,80,0,2
7.835,"y","p","i",0.165,"f","f",0,0,0,2
2.54,"u","g","ff",0,"f","f",0,0,1000,2
13,"u","g","d",0.5,"f","f",0,228,0,2
0.665,"u","g","w",1.665,"f","f",0,220,5,2
1.25,"u","g","q",0.25,"f","f",0,120,809,2
0.29,"u","g","m",0.125,"f","t",1,272,108,2
1.5,"u","g","ff",0,"f","f",0,76,0,2
2.165,"y","p","k",0,"f","f",0,120,0,2
0.71,"u","g","w",0.25,"f","t",1,240,4,2
2.46,"u","g","c",0.96,"f","t",2,160,587,2
0.5,"y","p","m",0.5,"f","f",0,130,0,2
9.585,"u","g","aa",0.79,"f","f",0,80,350,2
3.625,"u","g","aa",0.25,"f","f",0,100,0,2
0.75,"u","g","k",1.5,"f","f",0,231,0,2
2.75,"u","g","i",2.5,"f","f",0,232,200,2
2.25,"y","p","cc",3.5,"f","f",0,200,141,2
0.75,"y","p","aa",3.5,"f","f",0,320,0,2
7,"u","g","aa",3,"f","f",0,0,0,2
0.42,"y","p","w",0.29,"f","f",0,309,2,2
2.665,"u","g","cc",0.165,"f","f",0,0,501,2
8.5,"u","g","c",0.165,"f","f",0,0,351,2
9,"u","g","aa",0.25,"f","f",0,0,0,2
0.335,"u","g","k",3.5,"f","f",0,340,0,2
3.75,"u","g","ff",0,"f","t",6,0,200,2
3.75,"u","g","i",1,"f","f",0,100,2,2
7.625,"u","g","q",0.125,"f","t",1,0,160,2
0.415,"u","g","i",0.335,"f","f",0,144,0,2
11.5,"u","g","i",0.5,"t","f",0,100,68,2
0.83,"u","g","q",0.415,"f","t",1,200,11,2
5,"y","p","ff",0,"f","f",0,0,0,2
3.25,"u","g","c",2.29,"f","t",1,416,21,2
1.665,"u","g","aa",0.25,"f","f",0,0,390,2
0.375,"u","g","c",1,"f","f",0,120,18,2
3.75,"u","g","c",0.25,"f","t",1,40,154,2
9,"u","g","aa",0.085,"f","f",0,0,0,2
3.5,"u","g","c",0.165,"f","f",0,216,0,2
1.5,"u","g","w",0.875,"f","f",0,160,0,2
4,"y","p","cc",1.5,"f","f",0,120,0,2
1.5,"y","p","w",0.04,"f","f",0,160,0,2
0.04,"y","p","m",0.04,"f","f",0,0,0,2
11.75,"u","g","c",0.25,"f","f",0,180,0,2
0.54,"u","g","c",1.75,"f","t",1,80,5,2
0.5,"u","g","d",0.085,"f","f",0,252,0,2
2.04,"y","p","ff",1.5,"f","f",0,120,1,2
5.835,"u","g","w",5.5,"f","f",0,465,150,2
12.835,"u","g","cc",0.5,"f","f",0,0,2,2
0.835,"u","g","aa",0.5,"f","f",0,240,117,2
2,"y","p","e",2,"f","f",0,256,17,2
2.5,"u","g","i",0.21,"f","f",0,260,246,2
1.04,"u","g","aa",0.665,"f","f",0,240,237,2
10.665,"u","g","q",0.085,"f","t",12,129,3,2
7.25,"u","g","m",0.04,"f","t",1,100,1,2
10.21,"u","g","ff",0,"f","f",0,0,50,2
1.25,"u","g","c",0,"f","f",0,0,0,2
0.29,"u","g","k",0.29,"f","f",0,280,364,2
1,"y","p","d",3,"f","f",0,176,537,2
3.29,"u","g","i",0.335,"f","f",0,140,2,2
0.75,"y","p","d",0.585,"f","f",0,240,3,2
3.29,"u","g","m",3.5,"f","f",0,400,0,2
10.085,"y","p","e",1.25,"f","f",0,260,0,2
0.75,"u","g","c",2,"f","t",2,200,394,2
13.5,"y","p","ff",2,"f","t",1,200,1,2
0.205,"u","g","aa",0.04,"f","f",0,280,750,2
3.375,"u","g","c",8.29,"f","f",0,0,0,2
